股票代码,股票简称,币种,报告期间,数据类型,总资产,总负债,净利润,营业总收入,营业总成本,研发费用,利润总额,所得税,研发投入占比,毛利率,总资产周转率
GDC,GD Culture Group Ltd,USD,2024-12-31,Q,2734987,2732344,-2531153,0,,145000,-2540453,-9435,,,
GDC,GD Culture Group Ltd,USD,2024-09-30,Q,4827871,2226758,-3741199,0,0,217500,-3840081,-748,,,
GDC,GD Culture Group Ltd,USD,2024-06-30,Q,,,,,0,,,,,,
OWLS,奥丁丁,USD,2024-12-31,Q,23320666,27615246,-3498960,1975791,1757891,715856,-3494144,5605,36.23136252771675,11.02849441059302,0.08472275191454652
FEDU,四季教育,USD,2025-02-28,A,731142000,225989000,801000,251076000,203941000,,95000,722000,,18.77320014656917,0.3434025127813749
FEDU,四季教育,USD,2024-02-29,A,674160000,148016000,4961000,125445000,79951000,,3876000,1101000,,36.26609270995257,0.1860760056959772
FEDU,四季教育,USD,2023-02-28,A,601040000,89150000,-29666000,34216000,19922000,,-32495000,993000,,41.77577741407529,0.05692799148143218
FEDU,四季教育,USD,2022-02-28,A,602533000,100039000,-113462000,250223000,149615000,,-60139000,21843000,,40.20733505712904,0.4152851379094589
FEDU,四季教育,USD,2021-02-28,A,,,,,,,,,,,
SNTG,叁腾科技,USD,2024-12-31,A,11680419,1453917,-2004831,107507,8074,,-2004831,0,,92.4897913624229,0.009204036259315698
SNTG,叁腾科技,USD,2023-12-31,A,12909139,679245,-1903277,146554,12597,,-1903277,0,,91.40453348253887,0.01135273235496186
SNTG,叁腾科技,USD,2022-12-31,A,14658834,483870,-2561907,161372,17833,,-2561907,0,,88.94913615744987,0.01100851541125304
SNTG,叁腾科技,USD,2021-12-31,A,17366708,543754,-1093241,2262449,34556,,-835897,257344,,98.47262855427901,0.1302750642205765
ITP,互联网科技包装,USD,2025-09-30,Q,175698192,23648656,-1448247,25601344,23579498,,-1141885,306362,,7.897421322880549,0.1457120514933927
ITP,互联网科技包装,USD,2025-06-30,Q,175162562,22844991,-1951826,24794641,23520896,,-1904998,46828,,5.13717863468965,0.1415521714052116
ITP,互联网科技包装,USD,2025-03-31,Q,175204130,22427150,-3503785,10897266,10813180,,-3503785,0,,0.7716247359658835,0.06219754066299693
ITP,互联网科技包装,USD,2024-12-31,Q,177546786,21496469,-4044865,17642814,16532868,,-3964944,79921,,6.291207287000815,0.0993699429737917
ITP,互联网科技包装,USD,2024-09-30,Q,190018239,25694194,-1973946,25081500,23164119,,-1628236,345710,,7.644602595538544,0.1319952238900604
ITP,互联网科技包装,USD,2024-06-30,Q,,,,,,,,,,,
FVNNU,Future Vision II Acquisition Co,USD,2025-06-30,Q,61009715,171666,551900,0,,,551900,0,,,
FVNNU,Future Vision II Acquisition Co,USD,2025-03-31,Q,60427482,141333,454300,0,,,454300,0,,,
FVNNU,Future Vision II Acquisition Co,USD,2024-09-30,Q,59409351,52735015,141906,0,,,141906,,,,
FVNNU,Future Vision II Acquisition Co,USD,2024-06-30,Q,395272,375000,-2637,0,,,-2637,0,,,
API,声网,USD,2025-09-30,Q,710104000,143456000,2741000,35374000,12042000,13817000,2454000,107000,39.05976140668287,65.95804828405043,0.04981523833128668
API,声网,USD,2025-06-30,Q,697613000,132236000,1462000,34259000,11389000,13976000,1469000,43000,40.79511953063429,66.75618085758487,0.04910888988593962
API,声网,USD,2025-03-31,Q,703759000,130731000,407000,33269000,10635000,14018000,687000,42000,42.13532116985782,68.0333042772551,0.0472732853150013
API,声网,USD,2024-12-31,Q,699654000,126993000,158000,34453000,11505000,14793000,373000,109000,42.93675441906365,66.60668156619163,0.04924291149625386
API,声网,USD,2024-09-30,Q,691496000,114956000,-24180000,31573000,10524000,29271000,-19969000,0,92.70896018750197,66.66772242105597,0.04565897705843562
API,声网,USD,2024-06-30,Q,,,,,,,,,,,
NBP,新桥生物,USD,2025-09-30,Q,277410000,18495000,-6828000,0,,3176000,-6828000,0,,,
NBP,新桥生物,USD,2025-06-30,Q,206708000,9975000,-5504000,0,,3294000,-5504000,0,,,
NBP,新桥生物,USD,2025-03-31,Q,208941000,10600000,-3150000,0,,777000,-3150000,0,,,
NBP,新桥生物,USD,2024-12-31,Q,212680000,11520000,-9062000,0,,6030000,-10844000,0,,,
NBP,新桥生物,USD,2024-09-30,Q,232682000,14799000,-20491000,0,,4475000,-20491000,0,,,
NBP,新桥生物,USD,2024-06-30,Q,,,,,,,,,,,
PERF,玩美,USD,2025-09-30,Q,194181000,41247000,2080000,18659000,4512000,3932000,2225000,145000,21.07294067206174,75.81863979848866,0.09609076068204407
PERF,玩美,USD,2025-06-30,Q,190154000,39528000,207000,16347000,4040000,4030000,657000,450000,24.65284149996941,75.28598519606044,0.08596716345698749
PERF,玩美,USD,2025-03-31,Q,187270000,37234000,2293000,16014000,3540000,3565000,2485000,192000,22.26177095041838,77.89434245035594,0.08551289581887114
PERF,玩美,USD,2024-12-31,Q,181173000,34158000,1095000,15881000,4116000,2777000,937000,-158000,17.48630438889239,74.0822366349726,0.0876565492650671
PERF,玩美,USD,2024-09-30,Q,179632000,34113000,2532000,16127000,3171000,3213000,2269000,-263000,19.9231103118993,80.33732250263533,0.0897779905584751
PERF,玩美,USD,2024-06-30,Q,,,,,,,,,,,
GLXG,迦里仕人才,USD,2024-06-30,A,26586491,20111008,5505489,30124952,13951669,,7289292,1783803,,53.68733201632985,1.133092441571172
GLXG,迦里仕人才,USD,2023-06-30,A,30278070,19937281,9010680,31466673,12999672,,10816343,1805663,,58.68749136586509,1.039256233967357
GLXG,迦里仕人才,USD,2022-06-30,A,32758680,17557635,22558341,46915077,11696317,,27254343,4696002,,75.06917232598809,1.432141862858943
GLXG,迦里仕人才,USD,2021-06-30,A,37137136,30074892,9692261,34787581,11476536,,12312870,2620609,,67.0096750906595,0.9367330049360834
KC,金山云,USD,2025-09-30,Q,25652410000,18577536000,-4620000,2478028000,2097133000,199644000,-10197000,-2350000,8.056567560979941,15.37089169291065,0.09660020247610264
KC,金山云,USD,2025-06-30,Q,24829707000,17770121000,-457465000,2349227000,2010370000,194285000,-454520000,2343000,8.270167165625118,14.42419144680357,0.09461356108632293
KC,金山云,USD,2025-03-31,Q,19721074000,14376429000,-313926000,1969977000,1651671000,226170000,-306869000,9241000,11.48084470021731,16.15785361961079,0.09989197342903333
KC,金山云,USD,2024-12-31,Q,17592654000,12087334000,-196959000,2232142000,1806170000,174155000,-204348000,-3706000,7.802146996024447,19.08355292808432,0.1268792076511026
KC,金山云,USD,2024-09-30,Q,16696584000,11125436000,-1057135000,1885574000,1582220000,235912000,-1050404000,10662000,12.51141562198036,16.08815140641524,0.1129317230398745
KC,金山云,USD,2024-06-30,Q,,,,,,,,,,,
RLX,雾芯科技,USD,2025-09-30,Q,17430898000,1239324000,203163000,1033854000,681295000,41251000,252773000,45948000,3.990021801917872,34.10143018259832,0.0593115741942842
RLX,雾芯科技,USD,2025-06-30,Q,17486247000,1246837000,217117000,794117000,552037000,30067000,246965000,28470000,3.786217899881251,30.48417298710391,0.045413804345781
RLX,雾芯科技,USD,2025-03-31,Q,17073478000,849132000,222040000,708477000,477526000,27055000,250921000,28181000,3.818754878422306,32.59823536967325,0.04149576319482182
RLX,雾芯科技,USD,2024-12-31,Q,16871049000,881096000,121961000,736211000,516305000,32374000,153686000,26303000,4.397380642234359,29.86996934302802,0.04363753552016831
RLX,雾芯科技,USD,2024-09-30,Q,16402527000,743238000,165654000,679355000,473379000,24435000,199814000,30423000,3.596794017855171,30.31934702769539,0.04141770350385645
JOYY,欢聚,USD,2025-09-30,Q,7548130000,923267000,61960000,540221000,347090000,63094000,58735000,3784000,11.67929421477506,35.75036883053417,0.07157017698423318
JOYY,欢聚,USD,2025-06-30,Q,7518245000,896566000,60825000,507760000,322515000,60075000,65268000,6066000,11.83137702851741,36.48278714353238,0.06753703823166178
JOYY,欢聚,USD,2025-03-31,Q,7583955000,955262000,1921323000,494351000,315736000,62426000,51432000,5211000,12.62786967154916,36.13121041527174,0.06518379921821793
JOYY,欢聚,USD,2024-12-31,Q,7527797000,2768039000,-304145000,549446000,345663000,67485000,-382703000,41000,12.28237169803766,37.08881309537243,0.0729889501536771
JOYY,欢聚,USD,2024-09-30,Q,8080143000,2793435000,60557000,558654000,350536000,72360000,55487000,6279000,12.95256097691952,37.25346994740931,0.06913912290908712
JOYY,欢聚,USD,2024-06-30,Q,,,,,,,,,,,
MSW,明成集团,USD,2025-03-31,A,13424283,12440304,-5730751,33851041,35157150,,-5810905,-80154,,-3.858401282253033,2.521627486548071
MSW,明成集团,USD,2024-03-31,A,11888878,10890616,2326597,27572692,22479613,,2975533,648936,,18.47146082072799,2.319200516650941
MSW,明成集团,USD,2023-03-31,A,8282494,7899604,2787236,21868220,18373672,,3256125,468889,,15.98002946741893,2.640294094991195
MSW,明成集团,USD,2022-03-31,A,5598944,5439187,1803509,14383980,11755111,,2120605,317096,,18.27636718071076,2.569052307006464
MSW,明成集团,USD,2021-03-31,A,,,,,,,,,,,
JKS,晶科能源,USD,2025-09-30,Q,120842308000,90725530000,-749786000,16158497000,14976562000,255721000,-1307453000,-191635000,1.582579122303269,7.314634523248047,0.1337155609441024
JKS,晶科能源,USD,2025-03-31,Q,122251416000,90633626000,-1318876000,13843640000,14196514000,151802000,-2710263000,-699479000,1.096546861952492,-2.548997229052475,0.113239097369637
JKS,晶科能源,USD,2024-12-31,Q,124880358000,90644387000,-476737000,20650730000,19861074000,256054000,-1294597000,-580536000,1.239927111535524,3.823864822212096,0.1653641159484825
JKS,晶科能源,USD,2024-09-30,Q,130215828000,95356912000,22532000,24508244000,20652556000,208668000,157635000,148460000,0.8514196284319677,15.73220831325166,0.1882124805903012
JKS,晶科能源,USD,2024-06-30,Q,128646222000,95185291000,-100653000,24053049000,21376366000,215394000,-27057000,24799000,0.895495618871437,11.1282482316483,0.186970504271785
JG,极光,USD,2025-09-30,Q,388163000,289157000,-13000,90872000,27117000,25881000,696000,46000,28.4807201338146,70.15912492296857,0.2341078361410026
JG,极光,USD,2025-06-30,Q,380994000,283438000,-21000,89860000,30215000,25958000,-386000,-882000,28.88715780102381,66.37547295793456,0.2358567326519578
JG,极光,USD,2025-03-31,Q,375991000,277352000,-2552000,88961000,30117000,24607000,-1272000,336000,27.66043547172357,66.14583918795877,0.2366040676505555
JG,极光,USD,2024-12-31,Q,378033000,278635000,-1066000,93153000,36468000,24326000,-799000,-105000,26.11402746019989,60.85150236707353,0.2464149955162644
JG,极光,USD,2024-09-30,Q,357432000,258414000,-2581000,79052000,25846000,24157000,-2182000,-24000,30.55836664474017,67.30506502049283,0.2211665435663287
JG,极光,USD,2024-06-30,Q,,,,,,,,,,,
BQ,波奇宠物,USD,2025-03-31,A,316166000,87791000,-54125000,468894000,368240000,,-59375000,-801000,,21.46625889859968,1.483062694913432
BQ,波奇宠物,USD,2024-03-31,A,383215000,122334000,-63664000,709352000,568615000,,-69875000,-927000,,19.84022037014063,1.851054890857613
BQ,波奇宠物,USD,2023-03-31,A,540800000,315849000,-102799000,1092094000,858608000,,-106805000,-911000,,21.37966145771335,2.019404585798817
BQ,波奇宠物,USD,2022-03-31,A,778309000,529964000,-128390000,1186429000,943698000,,-134812000,-1571000,,20.45895708887763,1.524367571234561
BQ,波奇宠物,USD,2021-03-31,A,,,,,,,,,,,
DAO,网易有道,USD,2025-09-30,Q,1735306000,3719231000,120000,1628524000,940661000,127792000,6950000,2925000,7.847105722728065,42.23843185608563,0.9384650315275808
DAO,网易有道,USD,2025-06-30,Q,1841076000,3851363000,-17763000,1417541000,808181000,128321000,-16257000,4279000,9.052366033857222,42.98711642202942,0.7699524625816642
DAO,网易有道,USD,2025-03-31,Q,1539208000,3541539000,76743000,1298262000,684035000,115474000,87494000,9895000,8.894506655821397,47.31148258209822,0.8434610526972313
DAO,网易有道,USD,2024-12-31,Q,1814395000,3903707000,83003000,1339798000,699045000,120694000,69912000,-2386000,9.008372903975078,47.82459743931548,0.7384268585396234
DAO,网易有道,USD,2024-09-30,Q,1683712000,3854413000,86253000,1572541000,783085000,119594000,91227000,2370000,7.605143522490033,50.20257023505269,0.9339726746616999
IFBD,讯鸟软件,USD,2024-12-31,A,73777893,6976176,-2099037,1437848,845236,15074,-2079487,21008,1.048372289699607,41.21520494516805,0.01948887317776885
IFBD,讯鸟软件,USD,2023-12-31,A,57655499,62997,-2576531,280000,125271,0,-21438786,0,,55.26035714285714,0.004856431821013292
IFBD,讯鸟软件,USD,2022-12-31,A,30648198,24146516,-15266979,0,0,0,-2535322,0,,,
IFBD,讯鸟软件,USD,2021-12-31,A,28478404,12577534,-13872232,0,0,3269680,-631621,0,,,
WB,微博,USD,2025-09-30,Q,6898783000,2961653000,221093000,442305000,106188000,77909000,280765000,57242000,17.6143159132273,75.99213212602164,0.06411348204458671
WB,微博,USD,2025-06-30,Q,6539145000,2863437000,125685000,444798000,103451000,78068000,158403000,31705000,17.55133791069204,76.74202671774604,0.06802081923554226
WB,微博,USD,2025-03-31,Q,6658879000,3150661000,106964000,396855000,88802000,76021000,132413000,24291000,19.15586297262224,77.62356528202996,0.05959786925096552
WB,微博,USD,2024-12-31,Q,6504499000,2925613000,8865000,456827000,100529000,75921000,32761000,20034000,16.6192015795914,77.99407653225401,0.0702324652521278
WB,微博,USD,2024-09-30,Q,6625116000,2947175000,130567000,464480000,92381000,80411000,164926000,32197000,17.31204788150189,80.11087667929728,0.07010896111102055
WB,微博,USD,2024-06-30,Q,,,,,,,,,,,
RAY,雷特控股,USD,2025-03-31,A,94890937,17928920,8268367,78739564,60931870,,10524854,2256487,,22.61594184087684,0.8297901410753273
RAY,雷特控股,USD,2024-03-31,A,58113014,27037713,9936794,66972301,52067436,,12753794,2817000,,22.25526789052686,1.152449277540484
RAY,雷特控股,USD,2023-03-31,A,33052359,11913852,6292870,45518239,34046287,,7473926,1181056,,25.20297852471841,1.377155530714162
RAY,雷特控股,USD,2022-03-31,A,20881039,6035402,9440390,45105917,33001491,,11180378,1739988,,26.83556128567345,2.16013757744526
RAY,雷特控股,USD,2021-03-31,A,,,,,,,,,,,
JZ,见知教育,USD,2024-12-31,A,101707786,71733373,-33513515,248831457,201991119,5774688,-20557423,12853549,2.320722656862472,18.82412238578019,2.446533021572213
JZ,见知教育,USD,2023-12-31,A,151686620,168904564,-373500737,440536631,424345616,11761358,-382601996,211267,2.669779803169194,3.675293689709086,2.904255042402553
JZ,见知教育,USD,2022-12-31,A,727323006,360971544,-199161807,505724311,511265334,15568768,-207563100,-10980054,3.078508915107306,-1.095660793732339,0.6953228576960482
JZ,见知教育,USD,2021-12-31,A,859617155,440880658,48258269,473247283,369052134,26355055,57204412,4273788,5.568981787477056,22.01706227228356,0.5505326182095563
CHSN,乔治香颂,USD,2024-12-31,A,41775834,23350388,756285,18227537,11033219,,830889,74604,,39.46950155690261,0.4363177285700628
CHSN,乔治香颂,USD,2023-12-31,A,38434296,26419940,33588,17252662,9105337,,153004,119416,,47.22358207678328,0.4488871605713813
CHSN,乔治香颂,USD,2022-12-31,A,27329186,26152137,-1288205,13272075,7169404,,-1278658,9547,,45.98128777903982,0.4856374061049605
CHSN,乔治香颂,USD,2021-12-31,A,24996094,22161135,506769,14690295,7759872,,523046,16277,,47.17688106331425,0.5877036228140284
BVC,BitVentures Ltd,USD,2024-06-30,A,16742000,14180000,-743000,28023000,17259000,,-513000,230000,,38.41130499946473,1.673814359096882
BVC,BitVentures Ltd,USD,2023-06-30,A,17354000,14151000,-3469000,18584000,6486000,,-3469000,0,,65.0990099009901,1.070877031231993
BVC,BitVentures Ltd,USD,2022-06-30,A,266109403.443851,117057954.579367,-6272000,8987000,4173000,,-6267000,5000,,53.56626237899188,0.03377182423354782
BVC,BitVentures Ltd,USD,2021-06-30,A,236720081.66927,125209509.520348,32119688.790583,283742246.832996,155150113.687337,,45745773.460581,13626084.669997,,45.3200517656242,1.19864037234248
YALA,雅乐科技,USD,2025-09-30,Q,869455349,92098034,41110846,89636333,28430988,8629226,42338039,1613621,9.62692884814911,68.2818483884208,0.1030948088399189
YALA,雅乐科技,USD,2025-06-30,Q,832921120,96820245,36772212,84564086,27944596,8338195,38033740,1531310,9.860208268555045,66.95453433979054,0.1015271242011488
YALA,雅乐科技,USD,2025-03-31,Q,826073483,94302874,37091400,83876767,29200423,7828137,37816542,1437077,9.332902637985558,65.18651821665945,0.1015366898055969
YALA,雅乐科技,USD,2024-12-31,Q,801630260,103822653,32591485,90827754,31044004,9178864,35885302,3354580,10.10579211283811,65.82101545745587,0.113303799185425
YALA,雅乐科技,USD,2024-09-30,Q,764306022,94499155,39854799,88922031,31830126,7108024,40468099,1287156,7.993546616136108,64.20445457436752,0.1163434912724003
MOMO,挚文集团,USD,2025-09-30,Q,13740986000,2534269000,348888000,2650124000,1658331000,183263000,418322000,65130000,6.915261323621083,37.42439976393558,0.1928627246982131
MOMO,挚文集团,USD,2025-06-30,Q,16515137000,5521756000,-140204000,2620368000,1607712000,183859000,485552000,638390000,7.016533555592192,38.64556428715356,0.1586646238538621
MOMO,挚文集团,USD,2025-03-31,Q,16727803000,5462297000,357994000,2520835000,1569074000,195769000,389164000,70406000,7.766037840636139,37.75578330196146,0.1506973151226135
MOMO,挚文集团,USD,2024-12-31,Q,18382970000,6950297000,187235000,2636496000,1724821000,222684000,277246000,89497000,8.446210424745573,34.57903975579708,0.1434205680583714
MOMO,挚文集团,USD,2024-09-30,Q,18152629000,6847262000,449369000,2674664000,1623723000,196382000,510791000,95298000,7.342305426027345,39.2924494441171,0.1473430652937379
MOMO,挚文集团,USD,2024-06-30,Q,,,,,,,,,,,
MLGO,MicroAlgo Inc-A,USD,2024-12-31,A,176274857,28882391,5370424,75327948,53936782,15537347,8142688,853882,20.62627140726043,28.39738313328275,0.4273323449639786
MLGO,MicroAlgo Inc-A,USD,2023-12-31,A,57960984,12045655,-37868800,81891992,57326545,22758492,-37937465,-353034,27.79086384905621,29.99737385799579,1.412881327204521
MLGO,MicroAlgo Inc-A,USD,2022-12-31,A,72086734,5075274,-6963546,87132230,68180339,13928429,-7484786,-564793,15.98539254647792,21.75072415798379,1.208713797465148
MLGO,MicroAlgo Inc-A,USD,2021-12-31,A,81611852,22968497,8567907,82035289,48918412,16590757,8569325,84819,20.22392704681031,40.3690623921615,1.005188425328223
NIPG,星竞威武,USD,2024-12-31,A,312566366,73101569,-12689785,85266306,82255771,,-15055080,-2369759,,3.53074401980074,0.2727942455587176
NIPG,星竞威武,USD,2023-12-31,A,313839555,383642713,-13258029,83668441,76469755,,-14458704,-1200855,,8.603824708530185,0.2665962262150162
NIPG,星竞威武,USD,2022-12-31,A,133935596,157941800,-6215681,65835111,62092682,,-6445467,-139454,,5.684548781272655,0.49154304730163
NIPG,星竞威武,USD,2021-12-31,A,140788889,132278318,-7999974,31802290,32395410,,-8073396,65887,,-1.865022927594208,0.2258863623819064
LICN,理臣咨询,USD,2024-12-31,A,79840000,4275000,-6139000,41477000,15803000,,-4172000,1948000,,61.89936591363888,0.519501503006012
LICN,理臣咨询,USD,2023-12-31,A,65545000,4125000,8338000,39759000,15439000,,11588000,3250000,,61.1685404562489,0.6065908917537569
LICN,理臣咨询,USD,2022-12-31,A,46525000,5416000,7818000,33805000,13613000,,10742000,2924000,,59.7308090519154,0.7265986029016658
LICN,理臣咨询,USD,2021-12-31,A,42943000,6111000,8462000,34295000,13820000,,11514000,3052000,,59.70258055110074,0.7986167710686258
RYET,软云,USD,2025-03-31,A,5874998,6381149,-396562,6685387,2892516,930904,-519707,16,13.92445942172084,56.73375378269052,1.137938600149311
RYET,软云,USD,2024-03-31,A,5218734,5189595,-2006126,9154072,6216933,1251593,-2104074,0,13.67252737361035,32.08560081240348,1.754079054422011
RYET,软云,USD,2023-03-31,A,8034783,5881120,-1177144,9132921,5891989,852760,-1242566,0,9.337209858707855,35.48625899643717,1.136673012824366
RYET,软云,USD,2022-03-31,A,11063844,7387719,-730693,12803123,7180326,1822882,-739493,0,14.23779182625989,43.917386406426,1.15720386151504
RYET,软云,USD,2021-03-31,A,,,,,,,,,,,
MEGL,智富,USD,2024-12-31,A,136143184,6605179,-4729852,12784230,16142047,,-4729852,0,,-26.26530498903728,0.09390282806960061
MEGL,智富,USD,2023-12-31,A,138257174,3989317,-483812,13792030,9715985,,-483812,0,,29.55362626096376,0.09975634248100572
MEGL,智富,USD,2022-12-31,A,144106828,7773259,-3842278,11198252,9370621,,-3460458,381820,,16.32068112058918,0.07770799035282352
MEGL,智富,USD,2021-12-31,A,25695066,20186203,1578624,16870748,8770259,,1648808,70184,,48.01499613413703,0.6565753907773578
CPHI,惠普森医药,USD,2025-09-30,Q,15804793,7490796,-651482,756217,815871,40321,-651482,0,5.331935145599742,-7.888476455832122,0.04784732074630778
CPHI,惠普森医药,USD,2025-06-30,Q,13766560,7304816,-528367,1025767,1112777,20952,-528367,0,2.042569121447658,-8.482433145148947,0.07451149742564592
CPHI,惠普森医药,USD,2025-03-31,Q,14217073,7247225,-785572,1136287,1272348,29587,-785572,0,2.603831602403266,-11.97417553839831,0.07992411658855518
CPHI,惠普森医药,USD,2024-12-31,Q,14887524,7139620,-1224432,1133995,1294584,547,-1224432,0,0.04823654425284062,-14.1613499177686,0.07617082598825702
CPHI,惠普森医药,USD,2024-09-30,Q,13465610,6937361,-1117911,1100152,1619801,87610,-1117911,0,7.963445051229284,-47.23429126157113,0.0817008661323178
CPHI,惠普森医药,USD,2024-06-30,Q,,,,,,,,,,,
GGR,Gogoro Inc,USD,2025-09-30,Q,702016000,569749000,-14942000,77647000,68155000,6312000,-14942000,,8.129097067497778,12.22455471557175,0.1106057411796882
GGR,Gogoro Inc,USD,2025-06-30,Q,755465000,603631000,-26527000,65813000,65591000,6399000,-26527000,,9.723003054107851,0.337319374591646,0.08711588227118397
GGR,Gogoro Inc,USD,2025-03-31,Q,657578000,499036000,-18562000,63621000,60515000,5986000,-18562000,,9.408842992093804,4.882035805787397,0.09675049956050841
GGR,Gogoro Inc,USD,2024-12-31,Q,700427000,523887000,-71328000,73130000,78524000,9846000,-71328000,,13.46369479009982,-7.375905920962669,0.10440773985012
GGR,Gogoro Inc,USD,2024-09-30,Q,819608000,566045000,-18244000,86856000,82177000,7271000,-18244000,,8.371327254305978,5.387077461545546,0.1059726112971079
UK,优客工场,USD,2024-12-31,A,317181000,173943000,-79967000,174624000,174493000,,-68619000,6369000,,0.07501832508704417,0.5505500014187483
UK,优客工场,USD,2023-12-31,A,586759000,517239000,-22556000,389403000,384749000,,-752000,7548000,,1.195162851852708,0.6636506640716205
UK,优客工场,USD,2022-12-31,A,1038366000,960974000,-322496000,577810000,656647000,,-294034000,1016000,,-13.64410446340492,0.55646082402544
UK,优客工场,USD,2021-12-31,A,1873015000,1495304000,-1996413000,1057508000,1134060000,,-2158331000,4479000,,-7.238905048472446,0.5646019919755048
PETZ,天地荟,USD,2024-12-31,A,33338661,5938806,2684522,563726,325304,,1925494,182,,42.29395131677446,0.01690907742215562
PETZ,天地荟,USD,2023-12-31,A,28901397,3852240,-23626172,754,976,,-8382915,,,-29.44297082228117,0.00002608870429342914
PETZ,天地荟,USD,2022-12-31,A,36513397,15359494,803700,24726,105554,,1142637,0,,-326.8947666424007,0.0006771761060741623
PETZ,天地荟,USD,2021-12-31,A,37868760,24498693,-6120308,1081095,769967,,-4070127,0,,28.77896947076806,0.02854846580664379
TOP,中阳金融集团,USD,2025-03-31,A,46799758,11914454,-5969348,3329256,3083029,,-5823244,146104,,7.395856611807564,0.07113831656992756
TOP,中阳金融集团,USD,2024-03-31,A,57642843,17111938,1051539,8037105,3685604,,987847,-63692,,54.14264215784166,0.1394293650644539
TOP,中阳金融集团,USD,2023-03-31,A,40283896,4332573,3397743,9695402,3828584,,3429263,31520,,60.51134341825125,0.2406768699829828
TOP,中阳金融集团,USD,2022-03-31,A,13880816,3685714,3491305,7820395,3290686,,3579952,88647,,57.92174180460194,0.5633959127474927
TOP,中阳金融集团,USD,2021-03-31,A,,,,,,,,,,,
HAO,浩希传媒,USD,2025-06-30,A,,,,,,,,,,,
HAO,浩希传媒,USD,2024-06-30,A,15506573,4234618,1291667,48519836,45769459,79985,1735249,443582,0.1648501037802354,5.668562028940081,3.128985108444013
HAO,浩希传媒,USD,2023-06-30,A,4464237,2897732,969752,28229149,26167083,58161,1190405,220653,0.206031715656749,7.304740217283914,6.323398376923089
HAO,浩希传媒,USD,2022-06-30,A,542993,2008678,244587,16156865,15508144,102524,259595,15008,0.6345537949348466,4.015141551284857,29.75519942246033
HAO,浩希传媒,USD,2021-06-30,A,4813716,4744734,304065,12847545,12241968,62645,325284,21219,0.4876028844421249,4.713562007371836,2.668945363623446
ZTO,中通快递,USD,2025-09-30,Q,90542020000,25175818000,2523720000,11864694000,8908725000,,2683012000,160000000,,24.91399272497041,0.1310407477102896
ZTO,中通快递,USD,2025-06-30,Q,94620760000,29764954000,1938332000,11831807000,8887410000,,2513343000,575531000,,24.88543804002212,0.1250445145441656
ZTO,中通快递,USD,2025-03-31,Q,93149512000,30283714000,1993247000,10891465000,8202245000,,2567610000,531574000,,24.69107691205912,0.1169245524335114
ZTO,中通快递,USD,2024-12-31,Q,92340330000,29665497000,2382690000,12919702000,9159983000,,3491236000,1059086000,,29.10066346731527,0.1399139682520086
ZTO,中通快递,USD,2024-09-30,Q,93320033000,32197962000,2396297000,10675048000,7340237000,,2911623000,554959000,,31.23930683965074,0.1143918155279692
ZTO,中通快递,USD,2024-06-30,Q,,,,,,,,,,,
AMTD,尚乘IDEA集团,USD,2024-12-31,A,2069918000,369889000,51039000,54068000,29619000,,55217000,1639000,,45.21898350225641,0.02612084150193389
AMTD,尚乘IDEA集团,USD,2023-12-31,A,1486590000,193016000,142994000,171813000,25731000,,157697000,4314000,,85.02383405213808,0.115575242669465
AMTD,尚乘IDEA集团,USD,2022-12-31,A,1060723000,58309000,157435000,133883000,16995000,,173871000,13405000,,87.30608068238685,0.1262186263520259
AMTD,尚乘IDEA集团,USD,2021-12-31,A,857693000,115178000,157220000,109895000,12192000,,171239000,14059000,,88.90577369307066,0.1281285961293843
BZUN,宝尊电商,USD,2025-09-30,Q,9790022000,4268378000,-107105000,2156234000,1026866000,,-83831000,12988000,,52.37687560812046,0.2202481261022703
BZUN,宝尊电商,USD,2025-06-30,Q,9621364000,3954766000,-33958000,2552661000,1317457000,,-10307000,13359000,,48.38887733232106,0.265311758291236
BZUN,宝尊电商,USD,2025-03-31,Q,9719159000,4019227000,-63080000,2064360000,1071703000,,-78176000,-6412000,,48.08545990040497,0.2124010935514071
BZUN,宝尊电商,USD,2024-12-31,Q,10207001000,4426422000,129000,2994445000,1542750000,,94525000,28443000,,48.47960139525021,0.293371676949968
BZUN,宝尊电商,USD,2024-09-30,Q,10023102000,4280919000,-88070000,2057020000,1082489000,,-109886000,-18569000,,47.37586411410681,0.2052278825457428
BZUN,宝尊电商,USD,2024-06-30,Q,,,,,,,,,,,
LZMH,联掌门户,USD,2024-12-31,A,305611000,238172000,5542000,822832000,788388000,4464000,4804000,-972000,0.5425165768954051,4.186030684270908,2.692416176119315
LZMH,联掌门户,USD,2023-12-31,A,286139000,224472000,-6209000,568865000,537609000,5478000,-4004000,2368000,0.9629701247220342,5.494449473952519,1.98807223062917
LZMH,联掌门户,USD,2022-12-31,A,122474000,107598000,-13645000,162952000,143100000,6927000,-14797000,0,4.250945063577005,12.18272865629142,1.330502800594412
LZMH,联掌门户,USD,2021-12-31,A,140470000,169889000,-45060000,81045000,70026000,6414000,-48450000,8000,7.914121784193966,13.59615028687766,0.5769559336513135
VIPS,唯品会,USD,2025-09-30,Q,78328410000,34539267000,1220677000,21370865000,16461954000,,1520090000,301065000,,22.97010907139229,0.2728367012684159
