股票代码,股票简称,币种,报告期间,数据类型,总资产,总负债,净利润,营业总收入,营业总成本,研发费用,利润总额,所得税,研发投入占比,毛利率,总资产周转率
HIHO,骇维金属加工,USD,2024-06-30,Q,10879000,4342000,98000,1879000,1218000,,93000,0,,35.17828632251197,0.1727180807059472
SFHG,星辉云印,USD,2024-12-31,A,163928527,91693931,-2660408,153493065,118166134,4537422,-1733905,926503,2.956108798791659,23.01532710940393,0.9363413910258584
SFHG,星辉云印,USD,2023-12-31,A,105314979,81971903,-3386868,117265596,85905732,5996144,-4281347,-894479,5.113301944075737,26.74259550090037,1.113474997701894
SFHG,星辉云印,USD,2022-12-31,A,103483056,77938206,3651536,129069177,101349653,709448,3651536,0,0.5496649289086271,21.47648621018169,1.247249375781867
SFHG,星辉云印,USD,2021-12-31,A,147381205,124314880,2808811,161500162,133593155,76306,3189908,381097,0.04724824981909306,17.27986316199485,1.095798897830968
YSXT,益盛鑫,USD,2025-03-31,A,41101177,13479281,4021848,71452736,64066148,240052,4699269,677421,0.3359591436778572,10.33772590597511,1.738459606643382
YSXT,益盛鑫,USD,2024-03-31,A,27870927,9236240,4565968,58546729,51583802,229934,5103739,537771,0.3927358606148603,11.89293939888597,2.100638023270629
YSXT,益盛鑫,USD,2023-03-31,A,20764576,5944815,4904550,49233547,42082297,254246,5939797,1035247,0.5164080499826673,14.52515700321165,2.371035507780173
YSXT,益盛鑫,USD,2022-03-31,A,20802446,10949455,3352078,30153704,25156807,278410,4010720,658642,0.9233028221010593,16.57142021424632,1.449526848909979
LOT,路特斯科技,USD,2025-09-30,Q,1858297000,3120809000,-65415000,137432000,126556000,37501000,-64703000,1642000,27.28694918214099,7.91373188194889,0.07395588541551754
LOT,路特斯科技,USD,2025-06-30,Q,2252104000,3354666000,-130215000,125503000,118786000,43703000,-119878000,14411000,34.8222751647371,5.352063297291698,0.05572700017405946
LOT,路特斯科技,USD,2025-03-31,Q,2266871000,3308082000,-182823000,92823000,81674000,48602000,-182193000,632000,52.35986770520238,12.01103174859679,0.04094763222080127
LOT,路特斯科技,USD,2024-12-31,Q,2285663000,3145889000,-439807000,271526000,301015000,47276000,-439912000,857000,17.41122397118508,-10.8604700838962,0.1187952904693299
LOT,路特斯科技,USD,2024-09-30,Q,2587224000,2964797000,-205799000,254708000,246505000,52671000,-205070000,800000,20.67897356973475,3.220550591265292,0.0984483755561946
LOT,路特斯科技,USD,2024-06-30,Q,,,,,,,,,,,
TJGC,TJGC Group Ltd,USD,2025-03-31,A,41598791,11917126,-26836426,30472131,23885710,,-26582692,253734,,21.61457300114652,0.7325244380299418
TJGC,TJGC Group Ltd,USD,2024-03-31,A,16245401,13524806,1899660,40654896,31491368,,2598910,699250,,22.53978954957848,2.502548013434695
TJGC,TJGC Group Ltd,USD,2023-03-31,A,18405624,14588982,2734011,47522667,38018221,,3511973,777962,,19.99981608776292,2.581964458254716
TJGC,TJGC Group Ltd,USD,2022-03-31,A,15523454,14440823,6789118,51348004,39306288,,7921089,1131971,,23.45118614542447,3.3077692632065
TJGC,TJGC Group Ltd,USD,2021-03-31,A,,,,,,,,,,,
NCEW,新世纪储运,USD,2024-09-30,A,18452852,12243880,220643,52176109,47932230,,394839,174196,,8.133759073525395,2.827536307124774
NCEW,新世纪储运,USD,2023-09-30,A,15797385,9809056,454415,36074004,32590022,,500386,45971,,9.657874407287864,2.283542750904659
NCEW,新世纪储运,USD,2022-09-30,A,22654555,11127051,6981680,75186129,63642469,,8327098,1345418,,15.35344371832203,3.318808469201889
NCEW,新世纪储运,USD,2021-09-30,A,25728432,12900557,5533921,71659463,61462851,,6565739,1031818,,14.22926097004104,2.78522464952392
EDTK,王道科技,USD,2025-03-31,A,15257761,1511786,-2979037,893690,194582,,-2925989,53048,,78.22712573711243,0.05857281418944758
EDTK,王道科技,USD,2024-03-31,A,36323083,14824526,-5185032,0,145753,,-5212305,-27273,,,
EDTK,王道科技,USD,2023-03-31,A,43642638,16688396,-2596023,1073036,189833,,-2468891,127132,,82.30879485869998,0.0245868730483249
EDTK,王道科技,USD,2022-03-31,A,73092885,22829600,-1400292,23050619,17673199,,-791672,608620,,23.32874444716647,0.3153606400951338
EDTK,王道科技,USD,2021-03-31,A,,,,,,,,,,,
HCAI,华谌科技,USD,2024-12-31,A,45852772,18007797,1495514,40944770,35226302,378793,1833808,322414,0.9251315857922758,13.96629655020653,0.8929617166874884
HCAI,华谌科技,USD,2023-12-31,A,53594254,26866832,1820960,34279022,28072748,457523,2017320,1220,1.334702606159534,18.10516647762005,0.6396025588862567
HCAI,华谌科技,USD,2022-12-31,A,47871752,22317052,4202401,20955188,12377970,434914,5510528,1806,2.075447855681371,40.93123860306097,0.4377359742338238
HCAI,华谌科技,USD,2021-12-31,A,57792502,35966481,-841092,8455287,5049048,,-1078831,11476,,40.28531497511557,0.1463042212638588
GOTU,高途,USD,2025-09-30,Q,5114738000,3702223000,-147121000,1579026000,535528000,162912000,-148481000,-1360000,10.31724620113918,66.08491563786791,0.3087207986020007
GOTU,高途,USD,2025-06-30,Q,5868499000,4264738000,-215994000,1389388000,472840000,148195000,-217127000,-1133000,10.66620699185541,65.9677498294213,0.2367535548698228
GOTU,高途,USD,2025-03-31,Q,5186892000,3252362000,123991000,1493043000,452461000,150455000,123432000,-559000,10.07707078764644,69.69538050813004,0.2878492553922464
GOTU,高途,USD,2024-12-31,Q,5828077000,3894613000,-135834000,1388621000,440279000,145050000,-135876000,-42000,10.44561475017301,68.29379650747036,0.238264010581878
GOTU,高途,USD,2024-09-30,Q,5208360000,3142091000,-471273000,1208253000,429791000,189305000,-464481000,6792000,15.66766231906728,64.42872477866804,0.2319833882450522
GOTU,高途,USD,2024-06-30,Q,,,,,,,,,,,
UTSI,UT斯达康,USD,2024-12-31,A,68200000,22974000,-4368000,10878000,7972000,5085000,-3685000,683000,46.74572531715389,26.71446957161243,0.1595014662756598
UTSI,UT斯达康,USD,2023-12-31,A,77480000,26097000,-3851000,15753000,11363000,5881000,-2577000,1274000,37.3325715736685,27.8677077382086,0.2033169850283944
UTSI,UT斯达康,USD,2022-12-31,A,89230000,31766000,-5002000,14052000,11385000,4762000,-2939000,2063000,33.88841446057501,18.97950469684031,0.1574806679367926
UTSI,UT斯达康,USD,2021-12-31,A,108279000,39928000,-5828000,15921000,16996000,6886000,-2534000,3294000,43.25105206959362,-6.752088436655988,0.1470368215443438
NOAH,诺亚控股,USD,2025-09-30,Q,11545942000,1647295000,218494000,632899000,126159000,,201682000,67471000,,80.0664877018292,0.05481570927690439
NOAH,诺亚控股,USD,2025-06-30,Q,11744882000,2083119000,178576000,629501000,299267000,,194984000,63690000,,52.45964660898076,0.05359789906786633
NOAH,诺亚控股,USD,2025-03-31,Q,11873712000,1718783000,148964000,614594000,122568000,,221998000,60605000,,80.05707833138625,0.05176089836101802
NOAH,诺亚控股,USD,2024-12-31,Q,11778845000,1766105000,109751000,651907000,526574000,,253177000,96612000,,19.22559506187232,0.05534557929915879
NOAH,诺亚控股,USD,2024-09-30,Q,11521125000,1718084000,134416000,683686000,137082000,,241987000,89036000,,79.94956749150926,0.0593419479434517
NOAH,诺亚控股,USD,2024-06-30,Q,,,,,,,,,,,
SVM,希尔威金属矿业,USD,2025-09-30,Q,1227858000,377434000,-11516000,83330000,42472000,,3881000,8606000,,49.0315612624505,0.06786615390379018
SVM,希尔威金属矿业,USD,2025-06-30,Q,1178185000,320947000,18126000,81334000,45511000,,30784000,6436000,,44.044311112204,0.06903330122179455
SVM,希尔威金属矿业,USD,2025-03-31,Q,1138941000,305553000,-7585000,75113000,48967000,,1570000,5197000,,34.80888794216713,0.06594986044053204
SVM,希尔威金属矿业,USD,2024-12-31,Q,1118185000,284143000,26130000,83614000,54384000,,38442000,7229000,,34.95826057837204,0.074776535188721
SVM,希尔威金属矿业,USD,2024-09-30,Q,981519000,155960000,17707000,68003000,36342000,,29469000,6415000,,46.55824007764363,0.0692834270146579
SVM,希尔威金属矿业,USD,2024-06-30,Q,,,,,,,,,,,
YDKG,Yueda Digital Holding-A,USD,2024-12-31,A,60220000,82226000,-13651000,343000,306000,0,-10598000,0,,10.78717201166181,0.005695782132182
YDKG,Yueda Digital Holding-A,USD,2023-12-31,A,72174000,93261000,-574000,845000,1376000,35000,124000,1000,4.142011834319527,-62.84023668639053,0.01170781721949733
YDKG,Yueda Digital Holding-A,USD,2022-12-31,A,115149000,101796000,-13335000,2673000,3114000,35000,-5966000,17000,1.309390198279087,-16.4983164983165,0.023213401766407
YDKG,Yueda Digital Holding-A,USD,2021-12-31,A,96035000,104969000,-17335000,9073000,12654000,365000,-19088000,284000,4.022925162570264,-39.46875344428524,0.09447597230176498
ZJYL,中进医疗,USD,2024-09-30,A,45800769,17248309,3675927,23502010,13999241,1497325,4183714,763879,6.371050816504631,40.43385650844332,0.5131357073939086
ZJYL,中进医疗,USD,2023-09-30,A,32903450,8924345,2878230,19821457,13036623,1542894,3221937,343707,7.783958565709876,34.2297440596824,0.602412725717212
ZJYL,中进医疗,USD,2022-09-30,A,20939534,5703843,2706527,19190541,12992023,1892532,2742638,36111,9.861795975423519,32.2998606448875,0.9164741201977084
ZJYL,中进医疗,USD,2021-09-30,A,21900965,7872080,2631706,20764273,14403137,1566860,2880347,248641,7.545942012995109,30.63500465438882,0.9480985426897856
STAK,斯塔克工业,USD,2025-06-30,A,26754505,13854759,-5712680,24914618,17224749,3269086,-5982642,-269962,13.12115642310872,30.86488823549292,0.931230759081508
STAK,斯塔克工业,USD,2024-06-30,A,18782721,8201772,2441774,18918847,13245171,1677456,2717963,276189,8.86658684855372,29.98954428882479,1.007247405740627
STAK,斯塔克工业,USD,2023-06-30,A,15002086,6881449,3460462,21146463,14385492,1371912,4175502,715040,6.487666518982395,31.9721127831165,1.409568176052317
STAK,斯塔克工业,USD,2022-06-30,A,7833906,6553511,1635995,8130212,5194404,417334,1917354,233000,5.13312567987157,36.10985789792444,1.037823532730671
ZEPP,华米科技,USD,2025-09-30,Q,586427000,360087000,-1616000,75789000,46866000,10802000,-1260000,117000,14.25272796843869,38.16253018248031,0.1292385923567639
ZEPP,华米科技,USD,2025-06-30,Q,548971000,323581000,-7740000,59406000,37915000,11157000,-6991000,242000,18.78093121906878,36.17648049018617,0.1082133664619807
ZEPP,华米科技,USD,2025-03-31,Q,518753000,286718000,-19741000,38537000,24176000,12377000,-19273000,110000,32.11718608090926,37.26548511819809,0.07428776315510464
ZEPP,华米科技,USD,2024-12-31,Q,528593000,275865000,-36876000,59542000,37613000,11061000,-20477000,13574000,18.57680292902489,36.82946491552181,0.1126424299981271
ZEPP,华米科技,USD,2024-09-30,Q,588794000,273252000,-13251000,42462000,25218000,10859000,-12794000,0,25.57345391173284,40.61042814752013,0.07211690336518375
SJ,思享无限,USD,2025-06-30,Q,1431803000,229846000,22583000,349032000,285353000,17437000,22435000,-272000,4.995817002452497,18.24445896078297,0.2437709656984934
SJ,思享无限,USD,2025-03-31,Q,1411530000,235274000,-9090000,307335000,247842000,19562000,-10078000,2880000,6.365041404330779,19.35770413392552,0.2177318229155597
SJ,思享无限,USD,2024-12-31,Q,1405185000,219869000,-3006000,350866000,285000000,32661000,-6165000,1355000,9.308681946954108,18.77240883984199,0.2496938125584887
SJ,思享无限,USD,2024-09-30,Q,1404733000,211736000,771000,321379000,259613000,18739000,1545000,3569000,5.830810351640898,19.2190528939352,0.228782978687053
SJ,思享无限,USD,2024-06-30,Q,1405811000,214848000,35340000,374840000,310117000,17534000,36456000,3035000,4.677729164443496,17.26683384910895,0.2666361267624169
DDC,日日煮,USD,2024-12-31,A,485217448,402946334,-170196454,273333957,195691265,,-149847421,7143653,,28.40579811311187,0.5633226054146346
DDC,日日煮,USD,2023-12-31,A,434349571,373692326,-166341733,205481904,154026591,0,-156970922,5004766,,25.04128684733231,0.4730795601499512
DDC,日日煮,USD,2022-12-31,A,255377773,1742877297,-122025640,179586066,135659197,0,-119132855,3115753,,24.46006529259347,0.7032172921329375
DDC,日日煮,USD,2021-12-31,A,228500964,1414798477,-454350226,205179442,168721834,233663,-457866566,816868,0.1138822670158154,17.76864565213117,0.8979368769752761
DOGZ,多尼斯,USD,2024-06-30,A,99200829,22789936,-6055713,14847902,11725188,610439,-6548249,-491600,4.111281176290092,21.03134840194931,0.1496751806378553
DOGZ,多尼斯,USD,2023-06-30,A,97871328,21526023,-7200263,17584454,13923166,931078,-8686923,-1227449,5.294892863889888,20.82116396676291,0.1796691059510299
DOGZ,多尼斯,USD,2022-06-30,A,100796722,12320746,3235559,27095197,16956132,917227,238264,-2777868,3.385201443635933,37.42015605201173,0.2688102992079445
DOGZ,多尼斯,USD,2021-06-30,A,93845408,28943003,1512364,24320121,15164908,540613,1940488,641460,2.222904236372837,37.6446030017696,0.2591508899401876
DXST,鼎信生态,USD,2024-10-31,A,11237029,6219720,2103357,11542292,8329880,28981,2484124,380767,0.2510853130383462,27.83166462952072,1.02716581046467
DXST,鼎信生态,USD,2023-10-31,A,5341535,2526881,1859613,9447334,6231712,122441,2176540,316927,1.296037591134176,34.03734852604978,1.76865526482556
DXST,鼎信生态,USD,2022-10-31,A,8362796,7340690,372435,3593702,1939813,60883,431449,59014,1.694158280235812,46.02187382259297,0.4297249388840766
DXST,鼎信生态,USD,2021-10-31,A,6789519,6051094,516894,3137945,1746458,81594,595506,78612,2.600236779165983,44.34389385409878,0.4621748609879433
INLF,因立夫,USD,2024-12-31,A,18467792,8201258,1606489,15796983,11242817,1563059,1621327,14838,9.894667861578379,28.82934038733852,0.8553801667248581
INLF,因立夫,USD,2023-12-31,A,16021243,7058238,1352511,12610873,8451336,1362058,1363859,11348,10.80066383984677,32.98373554313012,0.7871344938716678
INLF,因立夫,USD,2022-12-31,A,11002494,3164722,537555,6652308,4358426,504711,537132,-423,7.587005893292973,34.48249840506482,0.6046181892941728
INLF,因立夫,USD,2021-12-31,A,12949361,12597624,36589,6154873,4159632,416302,36417,-172,6.763778878946812,32.41725702544959,0.4753032215257572
XYF,小赢科技,USD,2025-09-30,Q,14688632000,6759888000,421241000,914690000,,,496798000,80176000,,,0.06227196651124488
XYF,小赢科技,USD,2025-06-30,Q,13687855000,5966953000,528016000,1003166000,,,665984000,110795000,,,0.0732887658438813
XYF,小赢科技,USD,2025-03-31,Q,12093005000,4657578000,458127000,741311000,,,555961000,116528000,,,0.06130080984833795
XYF,小赢科技,USD,2024-12-31,Q,11819289603,4866134961,385625765,728327547,,,490698096,150777714,,,0.06162193934355701
XYF,小赢科技,USD,2024-09-30,Q,11620287000,4723725000,375840000,623526000,,,520344000,100331000,,,0.05365839931492226
CLWT,欧陆科仪,USD,2024-12-31,A,20708000,4014000,734000,15383000,10929000,,917000,72000,,28.95404017421829,0.7428530036700792
CLWT,欧陆科仪,USD,2023-12-31,A,22120000,5640000,1828000,17940000,14079000,,1695000,45000,,21.52173913043478,0.8110307414104883
CLWT,欧陆科仪,USD,2022-12-31,A,19363000,4557000,369000,14949000,10331000,,563000,24000,,30.89169844136731,0.7720394566957599
CLWT,欧陆科仪,USD,2021-12-31,A,21250000,6449000,989000,21388000,15693000,,1276000,-90000,,26.62708060594726,1.006494117647059
ATXG,盈喜集团,USD,2025-09-30,Q,28206975,2334073,-102837,820692,595545,,-831788,70,,27.43379976897545,0.02909535673357388
ATXG,盈喜集团,USD,2025-06-30,Q,48984391,23824812,-392438,980954,974895,,-391674,764,,0.6176640290982044,0.02002584864227464
ATXG,盈喜集团,USD,2025-03-31,Q,49167337,27435529,-2065834,929041,908839,,-2065847,-13,,2.174500371888862,0.01889549153333238
ATXG,盈喜集团,USD,2024-12-31,Q,49566926,25754903,-1085721,1059362,976543,,-1082605,3116,,7.817818649337998,0.02137235623609178
ATXG,盈喜集团,USD,2024-09-30,Q,50631962,25841783,-721532,1112899,641819,,-546585,1062,,42.32908826407428,0.02198016738912863
ATXG,盈喜集团,USD,2024-06-30,Q,,,,,,,,,,,
AIIO,Robo.ai Inc-B,USD,2024-12-31,A,41465000,108032000,-172535000,11995000,9327000,4479000,-172726000,0,37.34055856606919,22.24260108378491,0.2892801157602797
AIIO,Robo.ai Inc-B,USD,2023-12-31,A,166250000,105316000,-265294000,37333000,49014000,24434000,-266695000,0,65.44879864998795,-31.28867222028768,0.2245593984962406
AIIO,Robo.ai Inc-B,USD,2022-12-31,A,347272000,75384000,-47705000,0,0,15900000,-48243000,0,,,
AIIO,Robo.ai Inc-B,USD,2021-12-31,A,13899701,69387516,-12389000,0,0,725000,-13065000,0,,,
AMBO,安博教育,USD,2025-06-30,Q,23194000,14573000,1775000,2766000,1291000,102000,1822000,47000,3.68763557483731,53.32610267534346,0.1192549797361387
AMBO,安博教育,USD,2024-12-31,Q,,,,,,,,,,,
AMBO,安博教育,USD,2024-06-30,Q,17575000,10931000,123000,2399000,1064000,75000,129000,6000,3.126302626094206,55.64818674447687,0.1365007112375533
IQ,爱奇艺,USD,2025-09-30,Q,45787782000,32454569000,-248932000,6682385000,5467033000,412137000,-206896000,40040000,6.167513544939419,18.18739866080748,0.1459425354999725
IQ,爱奇艺,USD,2025-06-30,Q,46364713000,32854343000,-133708000,6628248000,5292894000,421918000,-108065000,27155000,6.365452831577817,20.146409729992,0.1429588920349836
IQ,爱奇艺,USD,2025-03-31,Q,47119075000,33481655000,182145000,7186469000,5406341000,412489000,227220000,41590000,5.739800728285338,24.77055143492583,0.15251719181669
IQ,爱奇艺,USD,2024-12-31,Q,45760525000,32386761000,-189355000,6613417000,4994165000,451359000,-180755000,6233000,6.824898535809855,24.48434750145046,0.1445223148117291
IQ,爱奇艺,USD,2024-09-30,Q,44830040000,31551380000,229412000,7245681000,5649836000,449039000,247315000,11483000,6.197333280336244,22.02477586302792,0.1616255751723621
YAAS,有信云,USD,2024-09-30,A,958138,3672395,-1280661,521241,179648,1139922,-1275449,5212,218.6938479513315,65.53456078857957,0.544014536528141
YAAS,有信云,USD,2023-09-30,A,1015358,2376898,-2343238,895978,352676,2152602,-2343238,0,240.2516579648161,60.63787280491262,0.8824257060071423
YAAS,有信云,USD,2022-09-30,A,3034123,13668225,-6456883,1277066,581339,5257256,-6456883,0,411.6667423610056,54.4785469192665,0.4209011961611313
YAAS,有信云,USD,2021-09-30,A,9129663,13596968,-4170884,1106860,457343,3150740,-4170884,0,284.6556926801944,58.68104367309326,0.1212377718651828
GRRR,大猩猩科技,USD,2025-09-30,Q,266445539,68186576,-28249,26477414,16600038,825159,1412662,1440911,3.116463715074289,37.3049120280402,0.09937270520412053
GRRR,大猩猩科技,USD,2025-06-30,Q,162746054,64565060,-3944753,21066840,14026387,655899,-4425564,-480811,3.113419003514528,33.41959686407643,0.1294460878295703
GRRR,大猩猩科技,USD,2025-03-31,Q,155763730,56152980,-4558307,18258999,11850617,570240,-3761285,797022,3.123062770308493,35.09711567430394,0.1172224047279813
GRRR,大猩猩科技,USD,2024-12-31,Q,153795982,80692129,-58624718,33944429,23815807,565381,-62148698,-3523980,1.665607631814929,29.83883452568903,0.2207107660328863
GRRR,大猩猩科技,USD,2024-09-30,Q,,,-7781486,20054910,10554363,394980,-5706211,2075275,1.969492757633916,47.37267332538516,
EBON,亿邦国际,USD,2024-12-31,A,275803983,15443585,-20251051,5868771,4679085,,-20908714,-42545,,20.27146739922209,0.02127877536851961
EBON,亿邦国际,USD,2023-12-31,A,298239648,16917304,-36772143,4855181,21558986,,-39065049,-1031461,,-344.0408297857485,0.01627946194464393
EBON,亿邦国际,USD,2022-12-31,A,344165084,22377203,-43888242,32328119,16915795,,-45830170,-72933,,47.67466984392132,0.09393201258033484
EBON,亿邦国际,USD,2021-12-31,A,385864171,16884806,4430941,51450247,22227055,,2388978,-378843,,56.79893431804127,0.1333377153589106
CMCM,猎豹移动,USD,2025-09-30,Q,4980646000,2795273000,-10974000,287369000,73005000,67962000,9802000,13506000,23.64973257379884,74.59538085179682,0.05769713406654478
CMCM,猎豹移动,USD,2025-06-30,Q,5240169000,3074717000,-22643000,295218000,70426000,67083000,-12578000,3865000,22.72320793447554,76.14440853877473,0.0563374959853394
CMCM,猎豹移动,USD,2025-03-31,Q,4903482000,2716491000,-33357000,259006000,69505000,61244000,-23289000,4820000,23.64578426754592,73.16471433094213,0.05282083221677983
CMCM,猎豹移动,USD,2024-12-31,Q,5504301000,3297175000,-366784000,237089000,64317000,65506000,-311807000,51064000,27.62928689226409,72.87221254465622,0.04307340750442245
CMCM,猎豹移动,USD,2024-09-30,Q,5433444000,2927018000,-46897000,192083000,61714000,66269000,-39449000,2387000,34.50019002202173,67.87118068751529,0.03535197933391786
WRD,文远知行,USD,2025-09-30,Q,7021836000,805497000,-307257000,170982000,114683000,316368000,-305729000,1528000,185.0300031582272,32.92685779789685,0.02435004178394369
WRD,文远知行,USD,2025-06-30,Q,7145853000,682097000,-406445000,127178000,91474000,318918000,-405009000,1436000,250.7650694302474,28.07403796254069,0.0177974553912598
WRD,文远知行,USD,2025-03-31,Q,7312358000,578179000,-385072000,72437000,47082000,325717000,-384631000,441000,449.6555627648854,35.00283004541878,0.009906106894656963
WRD,文远知行,USD,2024-12-31,Q,7693770000,627751000,-592441000,140822000,89460000,319987000,-589764000,2677000,227.2279899447529,36.47299427646249,0.01830338052736175
WRD,文远知行,USD,2024-09-30,Q,4642548000,9024974000,-1042667000,70014000,65450000,254160000,-1041067000,1600000,363.0131116633816,6.51869626074785,0.01508094262030247
WRD,文远知行,USD,2024-06-30,Q,,,,,,,,,,,
ZLAB,再鼎医药,USD,2025-09-30,Q,1158940000,398995000,-35963000,116095000,46883000,47928000,-35963000,0,41.28343167233731,59.61669322537577,0.1001734343451775
ZLAB,再鼎医药,USD,2025-06-30,Q,1164101000,372366000,-40727000,109977000,43220000,50614000,-40727000,0,46.02235012775399,60.70087381907125,0.09447376129734447
ZLAB,再鼎医药,USD,2025-03-31,Q,1173330000,362577000,-48438000,106487000,38647000,60729000,-48438000,0,57.02949655826532,63.70730699522007,0.09075622373927199
ZLAB,再鼎医药,USD,2024-12-31,Q,1185753000,344855000,-81684000,109070000,42091000,52252000,-81684000,0,47.9068488126891,61.40918676079582,0.0919837436633093
ZLAB,再鼎医药,USD,2024-09-30,Q,985346000,317677000,-41671000,102265000,36917000,65982000,-41671000,0,64.52060822373245,63.90065027135383,0.1037858782600224
ZLAB,再鼎医药,USD,2024-06-30,Q,,,,,,,,,,,
HUYA,虎牙,USD,2025-09-30,Q,6836447000,1782315000,9556000,1688251000,1461627000,121942000,11149000,508000,7.222978099820465,13.42359637281423,0.2469485977145731
HUYA,虎牙,USD,2025-06-30,Q,6647541000,1602230000,-5491000,1567089000,1354771000,122156000,3259000,7388000,7.795090132085669,13.54856041998891,0.2357396516997789
HUYA,虎牙,USD,2025-03-31,Q,9215911000,4055062000,927000,1508585000,1320102000,129525000,4852000,3248000,8.58586025977986,12.49402585866888,0.1636935295924624
HUYA,虎牙,USD,2024-12-31,Q,9567811000,2017132000,-172203000,1495827000,1325364000,123313000,-169069000,3134000,8.243800920828411,11.39590340326789,0.1563395221749259
HUYA,虎牙,USD,2024-09-30,Q,11324376000,3699204000,23613000,1537659000,1334085000,125508000,26726000,3113000,8.16227785224162,13.23921623715011,0.1357831106985498
HUYA,虎牙,USD,2024-06-30,Q,,,,,,,,,,,
NIU,小牛电动,USD,2025-09-30,Q,3394464162,2405744952,81687224,1693922867,1324115671,43403871,81498811,-188413,2.562328654129917,21.83140703773261,0.4990251144681256
NIU,小牛电动,USD,2025-06-30,Q,3094050071,2190409661,5880484,1255706686,1003227265,43716913,-6667516,-12548000,3.481458965489653,20.1065602194301,0.4058456253728804
NIU,小牛电动,USD,2025-03-31,Q,2507772629,1610797600,-38844720,681988452,563907241,29801606,-41092104,-2247384,4.369810942194664,17.31425373167462,0.2719498746072326
NIU,小牛电动,USD,2024-12-31,Q,2613158167,1681875947,-72538069,819179677,717195572,38622708,-82336895,-9798826,4.714803001637454,12.44954041993403,0.3134826231894137
NIU,小牛电动,USD,2024-09-30,Q,2827153893,1839471020,-40946493,1023896776,882352543,30299955,-49533191,-8586698,2.959278289591958,13.82407253521814,0.3621652073964408
PTLE,长安能源,USD,2024-12-31,A,12575929,11961785,-4976716,98133646,95725710,,-4749581,227135,,2.453731312500098,7.803291987415006
PTLE,长安能源,USD,2023-12-31,A,11036157,9686124,936120,102106509,100190534,,1095460,159340,,1.876447465263943,9.251998589726478
PTLE,长安能源,USD,2022-12-31,A,9637904,9223991,391109,74817208,73703892,,397672,6563,,1.488048043706737,7.762809009095753
TUYA,涂鸦智能,USD,2025-09-30,Q,1126850000,127612000,14972000,82487000,42685000,22775000,15233000,261000,27.6104113375441,48.25245190151175,0.07320140213870524
TUYA,涂鸦智能,USD,2025-06-30,Q,1104118000,93734000,12587000,80130000,41384000,22373000,13222000,635000,27.92087857231998,48.35392487208286,0.07257376476065058
TUYA,涂鸦智能,USD,2025-03-31,Q,1118403000,128386000,11017000,74687000,38436000,22810000,11754000,737000,30.54079023123168,48.53722870111265,0.0667800426143349
TUYA,涂鸦智能,USD,2024-12-31,Q,1103780000,96332000,9785000,82059000,42821000,23705000,10309000,524000,28.88775149587492,47.81681473086438,0.07434361919947816
TUYA,涂鸦智能,USD,2024-09-30,Q,1115703000,125954000,-4373000,81617000,44102000,24877000,-4000000,373000,30.48016957251553,45.96468872906379,0.07315298067675717
LSE,雷神能源,USD,2024-09-30,A,69634050,29178537,8095871,69073374,53038855,449542,8175034,184818,0.6508180706504941,23.21374803553103,0.9919482494555465
LSE,雷神能源,USD,2023-09-30,A,65457129,33698554,11858590,73084448,54705407,158657,12364226,729506,0.2170872249045378,25.14767710908893,1.116523885427361
LSE,雷神能源,USD,2022-09-30,A,46487563,16843857,5722076,46716505,33180970,0,7736139,1978217,,28.97377490032698,1.004924801069912
LSE,雷神能源,USD,2021-09-30,A,43873981,17844235,4655380,31257412,22233046,,5845093,1257727,,28.87112343146003,0.7124361931049749
TME,腾讯音乐,USD,2025-09-30,Q,104866000000,19433000000,2153000000,8463000000,4781000000,,2689000000,477000000,,43.5070306038048,0.08070299239028855
TME,腾讯音乐,USD,2025-06-30,Q,107873000000,21498000000,2409000000,8442000000,4693000000,,2982000000,515000000,,44.40890784174366,0.07825869309280357
TME,腾讯音乐,USD,2025-03-31,Q,98084000000,22885000000,4291000000,7356000000,4114000000,,4834000000,446000000,,44.07286568787384,0.07499694139716977
TME,腾讯音乐,USD,2024-12-31,Q,90444000000,20718000000,1957000000,7458000000,4205000000,,2499000000,423000000,,43.61759184768034,0.08245986466763965
TME,腾讯音乐,USD,2024-09-30,Q,84613000000,19384000000,1583000000,7015000000,4024000000,,2076000000,367000000,,42.63720598717035,0.08290688192121778
BAOS,宝盛,USD,2024-12-31,A,21247962,6424204,-26871234,624087,433488,,-26871234,0,,30.54045349446471,0.02937161691083597
BAOS,宝盛,USD,2023-12-31,A,48827742,6467631,-1845170,921834,308395,,-1845170,0,,66.54549517592105,0.01887930840627445
BAOS,宝盛,USD,2022-12-31,A,58046415,12609790,-23738837,2415098,2446941,,-23738837,0,,-1.31849722040265,0.04160632486950314
BAOS,宝盛,USD,2021-12-31,A,94080133,20018844,-6747453,3911560,2077516,,-6747453,0,,46.8877890151244,0.0415768970054496
LU,陆金所控股,USD,2024-09-30,Q,206449110000,120108859000,-874806000,4387486000,,,-718356000,6898000,,,0.02125214296152694
LU,陆金所控股,USD,2024-06-30,Q,216930102000,134253699000,-792072000,4585992000,,,-364488000,365503000,,,0.02114041323780874
CNEY,中北能,USD,2024-09-30,A,98362506,1450089,-14040769,50957974,51139085,135146,-14049694,-8925,0.2652107008806904,-0.3554124816657742,0.5180629903837546
